antecedents|consequents|antecedent support|consequent support|support|confidence|lift|leverage|conviction
frozenset({'EXP_PREVIA_True', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.04380791912384162|0.12636899747262004|0.013058129738837404|0.2980769230769231|2.3587820512820517|0.00752216691779592|1.2446249899020208
frozenset({'TIPO_ACCESO_Otros', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EXP_PREVIA_True', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.037489469250210614|0.12636899747262004|0.010320134793597304|0.2752808988764045|2.1783895131086144|0.005582628148667572|1.2054753368207258
frozenset({'EXP_PREVIA_True', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.07139848357203032|0.12636899747262004|0.019376579612468407|0.2713864306784661|2.1475712881022617|0.010354024822405604|1.1990320237116672
frozenset({'EXP_PREVIA_True', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.038121314237573714|0.12636899747262004|0.010320134793597304|0.2707182320441989|2.142283609576428|0.005502782531056397|1.1979334201322407
frozenset({'EXP_PREVIA_True', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05897219882055602|0.12636899747262004|0.014743049705139006|0.25|1.9783333333333335|0.0072907920614293156|1.1648413367031731
frozenset({'EXP_PREVIA_True', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05475989890480202|0.12636899747262004|0.013479359730412805|0.24615384615384614|1.947897435897436|0.00655940620411095|1.1588982686587692
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05918281381634372|0.12636899747262004|0.014532434709351305|0.24555160142348753|1.943131672597865|0.007053561859771224|1.1579731684443102
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(25.0, 29.0]', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.04738837405223252|0.12636899747262004|0.011162594776748105|0.23555555555555555|1.8640296296296297|0.005174173455909961|1.1428312533061655
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.06529064869418702|0.12636899747262004|0.014953664700926706|0.22903225806451616|1.8124086021505381|0.006702950881105264|1.1331615513953464
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.10341196293176075|0.12636899747262004|0.02232518955349621|0.21588594704684316|1.708377460964019|0.009257123471133858|1.1141631746518013
frozenset({'EDAD_FIN_(25.0, 29.0]', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05918281381634372|0.12636899747262004|0.012636899747262006|0.21352313167259787|1.6896797153024914|0.005158026897681924|1.1108158900913745
frozenset({'EXP_PREVIA_True', 'SEXO_H'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.17986520640269588|0.12636899747262004|0.038121314237573714|0.211943793911007|1.6771818891491024|0.015391928424259158|1.1085897119738224
frozenset({'EXP_PREVIA_True', 'EDAD_FIN_(25.0, 29.0]'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.09098567818028644|0.12636899747262004|0.019165964616680707|0.21064814814814814|1.666929012345679|0.00766819568067147|1.106770067717971
frozenset({'EXP_PREVIA_True', 'TIPO_ACCESO_Formación Profesional'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.09267059814658804|0.12636899747262004|0.019165964616680707|0.20681818181818182|1.6366212121212123|0.007455274033708336|1.101425905765178
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05855096882898062|0.12636899747262004|0.012005054759898905|0.20503597122302158|1.622517985611511|0.004606027527929999|1.0989566457131748
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(75.0, 100.0]'})|0.05770850884582982|0.12636899747262004|0.011794439764111205|0.20437956204379562|1.6173236009732361|0.004501873355623865|1.0980499756536792
