antecedents|consequents|antecedent support|consequent support|support|confidence|lift|leverage|conviction
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN INFANTIL', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.07834877843302443|0.2898062342038753|0.02422072451558551|0.30913978494623656|1.0667119904976246|0.0015147600834369002|1.0279847504908886
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.07834877843302443|0.2898062342038753|0.02422072451558551|0.30913978494623656|1.0667119904976246|0.0015147600834369002|1.0279847504908886
frozenset({'GRADO EN EDUCACIÓN INFANTIL', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08213984835720303|0.2898062342038753|0.02527379949452401|0.3076923076923077|1.061717352415027|0.001469159364045628|1.0258354394832914
frozenset({'GRADO EN EDUCACIÓN INFANTIL'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.10404380791912385|0.2898062342038753|0.03201347935973041|0.30769230769230765|1.0617173524150267|0.0018609351944577877|1.0258354394832914
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.09772535804549284|0.2898062342038753|0.02990732940185341|0.30603448275862066|1.055996892542101|0.0015859114004637444|1.0233848053708132
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08403538331929233|0.2898062342038753|0.025695029486099412|0.30576441102756896|1.0550649880515244|0.0013410515064561403|1.0229866879157177
frozenset({'GRADO EN EDUCACIÓN PRIMARIA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.07855939342881213|0.2898062342038753|0.02401010951979781|0.3056300268096515|1.05460128436935|0.0012431075488530986|1.0227887051812916
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08993260320134794|0.2898062342038753|0.02737994945240101|0.3044496487119438|1.0505282936659224|0.0013169203864669826|1.0210529898819705
frozenset({'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.5676074136478517|0.2898062342038753|0.17249368155012637|0.3038961038961039|1.0486182422228933|0.007997514494641117|1.020241044147418
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN PRIMARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.12005054759898905|0.2898062342038753|0.03643639427127211|0.30350877192982456|1.047281721746226|0.0016449971574960115|1.0196736687752925
frozenset({'GRADO EN ENFERMERÍA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.10067396798652065|0.2898062342038753|0.030539174389216512|0.303347280334728|1.0467244818526809|0.0013632308446814637|1.019437297449092
frozenset({'GRADO EN EDUCACIÓN PRIMARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.11983993260320135|0.2898062342038753|0.03622577927548441|0.3022847100175747|1.0430579964850615|0.0014954197005044093|1.0178847676020024
frozenset({'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.5324347093513058|0.2898062342038753|0.16090985678180286|0.3022151898734177|1.0428181115690316|0.006606958705266064|1.0177833559708636
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN PRIMARIA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08024431339511373|0.2898062342038753|0.02422072451558551|0.3018372703412074|1.0415140694622476|0.000965422234272012|1.0172324239410657
frozenset({'GRADO EN EDUCACIÓN INFANTIL', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08656276326874474|0.2898062342038753|0.02611625947767481|0.3017031630170316|1.0410513212244665|0.0010298310324783587|1.017037065303858
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN INFANTIL', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08593091828138164|0.2898062342038753|0.025905644481887112|0.30147058823529416|1.040248803009576|0.0010023286530789557|1.0166984436660311
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN PRIMARIA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.11204717775905644|0.2898062342038753|0.03369839932603201|0.3007518796992481|1.0377688407064172|0.001226428686507651|1.0156534500095116
frozenset({'GRADO EN EDUCACIÓN PRIMARIA', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08824768323504634|0.2898062342038753|0.02653748946925021|0.3007159904534606|1.0376450019426098|0.0009627607136849688|1.0156013237835366
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN PRIMARIA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.07497893850042123|0.2898062342038753|0.02253580454928391|0.300561797752809|1.0371129474784428|0.0008064407378728725|1.015377432222572
frozenset({'GRADO EN ENFERMERÍA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.13331929233361414|0.2898062342038753|0.040016849199663015|0.3001579778830964|1.0357195341489402|0.001380087141732718|1.0147915434513475
frozenset({'EDAD_FIN_(25.0, 29.0]', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.07160909856781802|0.2898062342038753|0.02148272957034541|0.30000000000000004|1.0351744186046514|0.0007299663796719452|1.0145625225658925
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.09835720303285594|0.2898062342038753|0.02948609941027801|0.29978586723768735|1.0344355360788806|0.0009815687925000469|1.0142522587975238
frozenset({'EDAD_FIN_(21.0, 25.0]', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.5874052232518955|0.2898062342038753|0.17586352148272957|0.2993904625313733|1.03307115995564|0.005629825780411102|1.0136798427867921
frozenset({'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08887952822240944|0.2898062342038753|0.02653748946925021|0.2985781990521327|1.030268378706051|0.000779648097296675|1.0125059769120426
frozenset({'SEXO_H', 'EXP_PREVIA_False'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.14111204717775905|0.2898062342038753|0.04212299915754002|0.2985074626865672|1.030024297119056|0.0012278481641540759|1.0124038789008585
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ENFERMERÍA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.12068239258635215|0.2898062342038753|0.03601516427969671|0.29842931937172773|1.0297546572507001|0.0010406545495323175|1.0122911139332822
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN INFANTIL', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08192923336141533|0.2898062342038753|0.02443133951137321|0.2982005141388175|1.0289651461708615|0.0006877369196909254|1.011961080200339
frozenset({'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.6790227464195451|0.2898062342038753|0.2021903959561921|0.29776674937965264|1.0274684055629293|0.0054053708775707865|1.011335998642538
frozenset({'SEXO_H', 'EDAD_FIN_(21.0, 25.0]', 'EXP_PREVIA_False'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.12952822240943554|0.2898062342038753|0.038542544229149114|0.29756097560975614|1.0267583664208737|0.0010044578695485862|1.0110397360292054
frozenset({'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.8308761583824769|0.2898062342038753|0.2462089300758214|0.29632446134347273|1.0224916732985527|0.005415839525213129|1.0092631145769857
frozenset({'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.7708508845829823|0.2898062342038753|0.22809604043807918|0.2959016393442623|1.021032691574533|0.004698648444358966|1.0086570364042748
frozenset({'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN INFANTIL'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.08993260320134794|0.2898062342038753|0.02653748946925021|0.29508196721311475|1.0182043461685093|0.000474460403316182|1.0074841793852
frozenset({'GRADO EN EDUCACIÓN PRIMARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.13563605728727884|0.2898062342038753|0.040016849199663015|0.2950310559006211|1.018028672540806|0.0007086742149756339|1.0074114210852516
frozenset({'EDAD_FIN_(21.0, 25.0]'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.8466722830665543|0.2898062342038753|0.2481044650379107|0.2930348258706468|1.01114051833854|0.0027335590775950658|1.0045668326883959
frozenset({'SEXO_H', 'EXP_PREVIA_False', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.12405223251895535|0.2898062342038753|0.03622577927548441|0.2920203735144312|1.0076400679117148|0.0002746689245824441|1.0031274054050778
frozenset({'SEXO_H', 'EXP_PREVIA_False', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.12994945240101094|0.2898062342038753|0.037910699241786014|0.29173419773095627|1.0066525950774567|0.0002505378045932899|1.0027220903803409
