antecedents|consequents|antecedent support|consequent support|support|confidence|lift|leverage|conviction
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'EDAD_FIN_(21.0, 25.0]', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02864363942712721|0.2898062342038753|0.011373209772535805|0.3970588235294118|1.3700837893296856|0.0030721044962664194|1.1778823432716214
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02611625947767481|0.2898062342038753|0.010109519797809604|0.38709677419354843|1.3357089272318081|0.0025408649870934004|1.1587371968252562
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02695871946082561|0.2898062342038753|0.010320134793597304|0.3828125|1.3209256904069768|0.002507329827696707|1.150693696479797
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.03369839932603201|0.2898062342038753|0.012847514743049706|0.38125000000000003|1.3155341569767445|0.00308150853567396|1.1477879043169694
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'EDAD_FIN_(21.0, 25.0]'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.03159224936815501|0.2898062342038753|0.012005054759898905|0.38000000000000006|1.3112209302325584|0.002849423940484144|1.1454738158002014
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02801179443976411|0.2898062342038753|0.010530749789385004|0.3759398496240602|1.2972110508830217|0.0024127571295039143|1.1380213355528266
frozenset({'GRADO EN EDUCACIÓN SOCIAL', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02948609941027801|0.2898062342038753|0.010951979780960405|0.37142857142857144|1.2816445182724254|0.0024067243495066257|1.1298537183120165
frozenset({'GRADO EN EDUCACIÓN SOCIAL'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.037489469250210614|0.2898062342038753|0.013689974726200505|0.3651685393258427|1.2600437679644632|0.0028252928204949863|1.118712303643453
frozenset({'EXP_PREVIA_False', 'EDAD_FIN_(21.0, 25.0]', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.030749789385004212|0.2898062342038753|0.010741364785172704|0.3493150684931507|1.2053400764574707|0.0018298841209423346|1.0914556821708865
frozenset({'EXP_PREVIA_False', 'GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS', 'EDAD_FIN_(21.0, 25.0]', 'TIPO_ACCESO_Otros'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.02927548441449031|0.2898062342038753|0.010109519797809604|0.34532374100719426|1.191567676091685|0.001625301905151923|1.084801466435839
frozenset({'EXP_PREVIA_False', 'TIPO_ACCESO_Otros', 'SEXO_M', 'EDAD_FIN_(21.0, 25.0]', 'GRADO EN EDUCACIÓN PRIMARIA'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.04802021903959562|0.2898062342038753|0.016427969671440605|0.3421052631578947|1.1804620563035495|0.002511410825930165|1.0794945240101095
frozenset({'EXP_PREVIA_False', 'GRADO EN EDUCACIÓN PRIMARIA', 'TIPO_ACCESO_Otros', 'SEXO_M'})|frozenset({'TTO_PCTO_DIAS_TRABAJADOS_(25.0, 50.0]'})|0.04823083403538332|0.2898062342038753|0.016427969671440605|0.34061135371179035|1.175307200162486|0.0024503732871340653|1.0770488236245863
